"CODUSU";"NRO_HOGAR";"COMPONENTE";"ANO4";"TRIMESTRE";"AGLOMERADO";"POND_TIC";"RESPONDENTE";"IP_III_04";"IP_III_05";"IP_III_06"
"TQRMNOPUXHLOLNCDEIJAH00861471";1;1;2024;4;33;660;2;1;1;1
"TQRMNOPUXHLOLNCDEIJAH00861471";1;2;2024;4;33;660;2;2;2;1
"TQRMNOPUXHMMOOCDEIJAH00812333";1;1;2024;4;33;1643;1;1;2;1
"TQRMNOPUXHMMOOCDEIJAH00812333";1;2;2024;4;33;1643;1;1;2;1
"TQRMNOPUYHJKSNCDEIJAH00876450";1;1;2024;4;33;2307;1;1;2;1
"TQRMNOPUYHJKSNCDEIJAH00876450";1;2;2024;4;33;2307;1;1;2;1
"TQRMNOPUYHJKTMCDEIJAH00872742";1;1;2024;4;33;1950;2;1;2;1
"TQRMNOPUYHJKTMCDEIJAH00872742";1;2;2024;4;33;1950;2;1;2;1
"TQRMNOPUYHJKTMCDEIJAH00872742";1;3;2024;4;33;1950;2;1;2;1
"TQRMNOPUYHKMQOCDEIJAH00870905";1;1;2024;4;33;2529;1;1;2;1
"TQRMNOPUYHKOKUCDEIJAH00867730";1;1;2024;4;33;3036;2;1;2;1
"TQRMNOPUYHKOKUCDEIJAH00867730";1;2;2024;4;33;3036;2;1;2;1
"TQRMNOPUYHKOKUCDEIJAH00867730";1;3;2024;4;33;3036;2;1;1;1
"TQRMNOPUYHKOKUCDEIJAH00867730";1;4;2024;4;33;3036;2;1;1;1
"TQRMNOPUYHKOKUCDEIJAH00867730";1;5;2024;4;33;3036;2;2;2;1
"TQRMNOPUYHKOMSCDEIJAH00872932";1;1;2024;4;33;1321;1;1;1;1
"TQRMNOPUYHLOKTCDEIJAH00855618";1;1;2024;4;33;241;1;1;1;1
"TQRMNOPUYHLOKTCDEIJAH00855618";1;2;2024;4;33;241;1;1;1;1
"TQRMNOPUYHLOKTCDEIJAH00855618";1;3;2024;4;33;241;1;1;1;1
"TQRMNOPUYHLOKTCDEIJAH00855618";1;4;2024;4;33;241;1;1;2;2
"TQRMNOPVPHJOOMCDEIJAH00872807";1;1;2024;4;33;2173;2;1;2;1
"TQRMNOPVPHJOOMCDEIJAH00872807";1;2;2024;4;33;2173;2;1;2;1
"TQRMNOPVPHJOOMCDEIJAH00872807";1;3;2024;4;33;2173;2;1;2;1
"TQRMNOPVPHJOOMCDEIJAH00872807";1;4;2024;4;33;2173;2;1;2;1
"TQRMNOPVPHKOMSCDEIJAH00869828";1;1;2024;4;33;993;3;1;1;1
"TQRMNOPVPHKOMSCDEIJAH00869828";1;2;2024;4;33;993;3;1;2;1
"TQRMNOPVPHKOMSCDEIJAH00869828";1;3;2024;4;33;993;3;1;1;1
"TQRMNOPVPHMKTMCDEIJAH00855460";1;1;2024;4;33;1817;1;1;2;1
"TQRMNOPVPHMKTMCDEIJAH00855460";1;2;2024;4;33;1817;1;1;2;1
"TQRMNOPVPHMMOOCDEIJAH00855603";1;1;2024;4;33;1805;3;1;1;1
"TQRMNOPVPHMMOOCDEIJAH00855603";1;2;2024;4;33;1805;3;1;1;1
"TQRMNOPVPHMMOOCDEIJAH00855603";1;3;2024;4;33;1805;3;1;1;1
"TQRMNOPVQHJNMMCDEIJAH00872510";1;1;2024;4;33;1626;1;1;2;1
"TQRMNOPVQHJNMMCDEIJAH00872510";1;2;2024;4;33;1626;1;1;2;1
"TQRMNOPVQHKMMNCDEIJAH00867852";1;1;2024;4;33;1204;1;1;2;1
"TQRMNOPVQHKMMNCDEIJAH00867852";1;2;2024;4;33;1204;1;1;2;1
"TQRMNOPVQHKMMNCDEIJAH00867852";1;3;2024;4;33;1204;1;2;2;2
"TQRMNOPVQHKMMNCDEIJAH00867852";1;4;2024;4;33;1204;1;2;2;2
"TQRMNOPVQHKNRTCDEIJAH00872225";1;1;2024;4;33;357;1;2;2;1
"TQRMNOPVQHKNRTCDEIJAH00872225";1;2;2024;4;33;357;1;1;2;1
"TQRMNOPVQHKOOLCDEIJAH00870622";1;1;2024;4;33;2376;1;1;2;1
"TQRMNOPVQHKOOLCDEIJAH00870622";1;2;2024;4;33;2376;1;1;2;1
"TQRMNOPVQHMKNNCDEIJAH00855240";1;1;2024;4;33;772;1;1;2;1
"TQRMNOPVQHMKNNCDEIJAH00855240";1;2;2024;4;33;772;1;1;1;1
"TQRMNOPVQHMKTMCDEIJAH00812463";1;1;2024;4;33;1703;1;1;1;1
"TQRMNOPVQHMMOOCDEIJAH00812406";1;1;2024;4;33;1935;1;1;2;1
"TQRMNOPVQHMMOOCDEIJAH00812406";1;2;2024;4;33;1935;1;1;2;1
"TQRMNOPVRHJNMMCDEIJAH00873210";1;1;2024;4;33;1554;1;2;2;2
"TQRMNOPVRHJNMMCDEIJAH00873210";1;2;2024;4;33;1554;1;1;2;1
"TQRMNOPVRHMKNNCDEIJAH00812257";1;1;2024;4;33;869;1;1;1;1
"TQRMNOPVRHMKTMCDEIJAH00812640";1;1;2024;4;33;2001;1;1;2;1
"TQRMNOPVRHMKTMCDEIJAH00812640";1;2;2024;4;33;2001;1;1;2;1
"TQRMNOPVRHMMOOCDEIJAH00812673";1;1;2024;4;33;1886;3;1;1;1
"TQRMNOPVRHMMOOCDEIJAH00812673";1;2;2024;4;33;1886;3;1;1;1
"TQRMNOPVRHMMOOCDEIJAH00812673";1;3;2024;4;33;1886;3;1;1;1
"TQRMNOPVRHMMOOCDEIJAH00812673";1;4;2024;4;33;1886;3;1;1;1
"TQRMNOPVSHJMSUCDEIJAH00876583";1;1;2024;4;33;2083;2;1;2;1
"TQRMNOPVSHJMSUCDEIJAH00876583";1;2;2024;4;33;2083;2;1;2;1
"TQRMNOPVSHJMSUCDEIJAH00876583";1;3;2024;4;33;2083;2;1;2;1
"TQRMNOPVSHLMLOCDEIJAH00855440";2;1;2024;4;33;2026;1;1;1;1
"TQRMNOPVSHLMLOCDEIJAH00855440";2;2;2024;4;33;2026;1;1;2;1
"TQRMNOPVSHLMLOCDEIJAH00855440";2;3;2024;4;33;2026;1;1;1;1
"TQRMNOPVSHMKTMCDEIJAH00812357";1;1;2024;4;33;1547;1;1;2;1
"TQRMNOPVSHMKTMCDEIJAH00812357";1;2;2024;4;33;1547;1;1;2;1
"TQRMNOPVSHMKTMCDEIJAH00812357";1;3;2024;4;33;1547;1;1;2;1
"TQRMNOPVSHMLLQCDEIJAH00812714";1;1;2024;4;33;252;6;1;1;1
"TQRMNOPVSHMLLQCDEIJAH00812714";1;2;2024;4;33;252;6;1;1;1
"TQRMNOPVSHMLLQCDEIJAH00812714";1;3;2024;4;33;252;6;1;1;1
"TQRMNOPVSHMLLQCDEIJAH00812714";1;4;2024;4;33;252;6;1;1;1
"TQRMNOPVSHMLLQCDEIJAH00812714";1;6;2024;4;33;252;6;1;1;1
"TQRMNOPVSHMLLQCDEIJAH00812714";1;7;2024;4;33;252;6;1;1;1
"TQRMNOPVTHJKTMCDEIJAH00874179";1;1;2024;4;33;1817;1;1;2;1
"TQRMNOPVTHJKTMCDEIJAH00874179";1;2;2024;4;33;1817;1;1;2;1
"TQRMNOPVTHJKTMCDEIJAH00874179";1;3;2024;4;33;1817;1;1;2;1
"TQRMNOPVTHJNMMCDEIJAH00874296";1;1;2024;4;33;1771;1;1;2;1
"TQRMNOPVTHJNOPCDEIJAH00874260";1;1;2024;4;33;1688;4;1;2;1
"TQRMNOPVTHJNOPCDEIJAH00874260";1;2;2024;4;33;1688;4;1;2;1
"TQRMNOPVTHJNOPCDEIJAH00874260";1;3;2024;4;33;1688;4;1;2;1
"TQRMNOPVTHJNOPCDEIJAH00874260";1;4;2024;4;33;1688;4;1;2;1
"TQRMNOPVTHKMLPCDEIJAH00870287";1;1;2024;4;33;2338;2;2;2;1
"TQRMNOPVTHKMLPCDEIJAH00870287";1;2;2024;4;33;2338;2;1;2;1
"TQRMNOPVTHKMLPCDEIJAH00870287";1;3;2024;4;33;2338;2;1;2;1
"TQRMNOPVTHKMQNCDEIJAH00871592";1;1;2024;4;33;316;3;1;1;1
"TQRMNOPVTHKMQNCDEIJAH00871592";1;2;2024;4;33;316;3;1;1;1
"TQRMNOPVTHKMQNCDEIJAH00871592";1;3;2024;4;33;316;3;1;1;1
"TQRMNOPVTHKOOLCDEIJAH00868656";1;1;2024;4;33;3641;1;1;1;1
"TQRMNOPVTHKOOLCDEIJAH00868656";1;2;2024;4;33;3641;1;1;1;1
"TQRMNOPVTHKOOLCDEIJAH00868656";1;3;2024;4;33;3641;1;1;1;1
"TQRMNOPVTHKOOLCDEIJAH00868656";1;4;2024;4;33;3641;1;1;1;1
"TQRMNOPVTHLMTSCDEIJAH00855669";1;1;2024;4;33;2180;3;1;1;1
"TQRMNOPVTHLMTSCDEIJAH00855669";1;2;2024;4;33;2180;3;1;1;1
"TQRMNOPVTHLMTSCDEIJAH00855669";1;3;2024;4;33;2180;3;1;1;1
"TQRMNOPVTHMLLQCDEIJAH00855378";1;1;2024;4;33;230;1;1;2;1
"TQRMNOPVTHMLLQCDEIJAH00855378";1;2;2024;4;33;230;1;1;2;1
"TQRMNOPVTHMMTQCDEIJAH00812660";1;1;2024;4;33;1379;2;1;2;1
"TQRMNOPVTHMMTQCDEIJAH00812660";1;2;2024;4;33;1379;2;1;2;1
"TQRMNOPVUHJMRLCDEIJAH00874059";1;1;2024;4;33;590;1;1;2;1
"TQRMNOPVUHJNOPCDEIJAH00874308";1;1;2024;4;33;1902;2;1;2;1
"TQRMNOPVUHJNOPCDEIJAH00874308";1;2;2024;4;33;1902;2;1;2;1
"TQRMNOPVUHJNOPCDEIJAH00874308";1;3;2024;4;33;1902;2;1;2;1
"TQRMNOPVUHJNOPCDEIJAH00874308";1;4;2024;4;33;1902;2;1;2;1
"TQRMNOPVUHKMLPCDEIJAH00866900";1;1;2024;4;33;1773;1;1;2;1
"TQRMNOPVUHMMTQCDEIJAH00855047";1;1;2024;4;33;1472;3;1;1;1
"TQRMNOPVUHMMTQCDEIJAH00855047";1;2;2024;4;33;1472;3;1;1;1
"TQRMNOPVUHMMTQCDEIJAH00855047";1;3;2024;4;33;1472;3;1;1;1
"TQRMNOPVVHJMRLCDEIJAH00874962";1;1;2024;4;33;716;2;1;1;1
"TQRMNOPVVHJMRLCDEIJAH00874962";1;2;2024;4;33;716;2;1;1;1
"TQRMNOPVVHJMRLCDEIJAH00874962";1;3;2024;4;33;716;2;1;1;1
"TQRMNOPVVHJOONCDEIJAH00872960";1;1;2024;4;33;1583;1;1;2;1
"TQRMNOPVVHJOONCDEIJAH00872960";1;2;2024;4;33;1583;1;2;2;1
"TQRMNOPVVHJOONCDEIJAH00872960";1;3;2024;4;33;1583;1;1;2;1
"TQRMNOPVVHJOONCDEIJAH00872960";1;4;2024;4;33;1583;1;1;2;1
"TQRMNOPVVHKMLPCDEIJAH00868753";1;1;2024;4;33;1773;1;2;2;1
"TQRMNOPVVHKMQNCDEIJAH00867363";1;1;2024;4;33;364;1;1;1;1
"TQRMNOPVVHKMQNCDEIJAH00867363";1;2;2024;4;33;364;1;1;1;1
"TQRMNOPVVHMMTQCDEIJAH00812415";1;1;2024;4;33;1014;1;1;2;1
"TQRMNOPVWHJKKMCDEIJAH00875205";1;1;2024;4;33;2230;2;1;2;1
"TQRMNOPVWHJKKMCDEIJAH00875205";1;2;2024;4;33;2230;2;1;1;1
"TQRMNOPVWHJLTOCDEIJAH00875152";1;1;2024;4;33;1827;1;1;1;1
"TQRMNOPVWHJLTOCDEIJAH00875152";1;2;2024;4;33;1827;1;1;1;1
"TQRMNOPVWHJMRLCDEIJAH00874886";1;1;2024;4;33;683;1;1;2;1
"TQRMNOPVWHJMRLCDEIJAH00874886";1;2;2024;4;33;683;1;1;1;1
"TQRMNOPVWHJOONCDEIJAH00877039";1;1;2024;4;33;1916;3;1;2;1
"TQRMNOPVWHJOONCDEIJAH00877039";1;2;2024;4;33;1916;3;1;2;1
"TQRMNOPVWHJOONCDEIJAH00877039";1;3;2024;4;33;1916;3;1;1;1
"TQRMNOPVWHJOONCDEIJAH00877039";1;4;2024;4;33;1916;3;1;1;1
"TQRMNOPVWHJOONCDEIJAH00877039";1;5;2024;4;33;1916;3;1;1;1
"TQRMNOPVWHJOONCDEIJAH00877039";1;6;2024;4;33;1916;3;1;2;2
"TQRMNOPVWHKMLPCDEIJAH00870288";1;1;2024;4;33;2410;1;2;1;1
"TQRMNOPVWHKMLPCDEIJAH00870288";1;2;2024;4;33;2410;1;2;1;1
"TQRMNOPVWHKMLPCDEIJAH00870288";1;3;2024;4;33;2410;1;1;1;1
"TQRMNOPVWHKMLPCDEIJAH00870288";1;4;2024;4;33;2410;1;1;1;1
"TQRMNOPVWHKMLPCDEIJAH00870288";1;5;2024;4;33;2410;1;1;1;1
"TQRMNOPVWHKMLPCDEIJAH00870288";1;6;2024;4;33;2410;1;1;1;1
"TQRMNOPVWHLKPLCDEIJAH00856578";1;1;2024;4;33;1991;1;1;1;1
"TQRMNOPVWHLKPLCDEIJAH00856578";1;2;2024;4;33;1991;1;1;1;1
"TQRMNOPVWHLKPLCDEIJAH00856578";1;3;2024;4;33;1991;1;1;2;2
"TQRMNOPVWHMMTQCDEIJAH00874193";1;1;2024;4;33;1581;1;1;2;1
"TQRMNOPVWHMMTQCDEIJAH00874193";1;2;2024;4;33;1581;1;1;2;1
"TQRMNOPVWHMMTQCDEIJAH00874193";1;3;2024;4;33;1581;1;1;1;1
"TQRMNOPVWHMMTQCDEIJAH00874193";1;4;2024;4;33;1581;1;1;1;1
"TQRMNOPVXHJKKMCDEIJAH00876999";1;1;2024;4;33;2098;2;2;1;1
"TQRMNOPVXHJKKMCDEIJAH00876999";1;2;2024;4;33;2098;2;1;1;1
"TQRMNOPVXHKMLQCDEIJAH00869006";1;1;2024;4;33;1440;1;1;2;1
"TQRMNOPVXHKMLQCDEIJAH00869006";1;2;2024;4;33;1440;1;1;2;1
"TQRMNOPVXHKMLQCDEIJAH00869006";1;3;2024;4;33;1440;1;1;2;1
"TQRMNOPVXHKMLQCDEIJAH00869006";1;4;2024;4;33;1440;1;1;2;1
"TQRMNOPVXHLKSQCDEIJAH00860485";1;1;2024;4;33;2000;3;1;2;1
"TQRMNOPVXHLKSQCDEIJAH00860485";1;2;2024;4;33;2000;3;1;2;1
"TQRMNOPVXHLKSQCDEIJAH00860485";1;3;2024;4;33;2000;3;1;1;1
"TQRMNOPVXHLKSQCDEIJAH00860485";1;4;2024;4;33;2000;3;1;1;1
"TQRMNOPVXHLMLLCDEIJAH00856678";1;1;2024;4;33;2737;1;1;2;1
"TQRMNOPVXHLMLLCDEIJAH00856678";1;2;2024;4;33;2737;1;1;2;1
"TQRMNOPVXHLOTOCDEIJAH00855723";1;1;2024;4;33;1001;1;1;2;1
"TQRMNOPVXHLOTOCDEIJAH00855723";1;2;2024;4;33;1001;1;1;2;1
"TQRMNOPVXHLOTOCDEIJAH00855723";1;3;2024;4;33;1001;1;1;2;1
"TQRMNOPVXHLOTOCDEIJAH00855723";1;4;2024;4;33;1001;1;1;2;1
"TQRMNOPVXHMNQMCDEIJAH00871310";1;1;2024;4;33;1759;1;1;2;1
"TQRMNOPVXHMNQMCDEIJAH00871310";1;2;2024;4;33;1759;1;1;2;1
"TQRMNOPVXHMNQMCDEIJAH00871310";1;3;2024;4;33;1759;1;1;2;1
"TQRMNOPVXHMNQMCDEIJAH00871310";1;4;2024;4;33;1759;1;1;2;1
"TQRMNOPVXHMNQMCDEIJAH00871310";1;5;2024;4;33;1759;1;1;2;1
"TQRMNOPVXHMOSLCDEIJAH00812523";1;1;2024;4;33;1651;1;1;2;1
"TQRMNOPVXHMOSLCDEIJAH00812523";1;2;2024;4;33;1651;1;1;2;1
"TQRMNOPVYHJKKMCDEIJAH00872725";1;1;2024;4;33;3692;1;1;2;1
"TQRMNOPVYHJKKMCDEIJAH00872725";1;2;2024;4;33;3692;1;1;2;1
"TQRMNOPVYHJKKMCDEIJAH00872725";1;3;2024;4;33;3692;1;1;2;1
"TQRMNOPVYHKMROCDEIJAH00876817";1;1;2024;4;33;2800;1;1;2;1
"TQRMNOPVYHLKSQCDEIJAH00860177";1;1;2024;4;33;2997;2;1;1;1
"TQRMNOPVYHLKSQCDEIJAH00860177";1;2;2024;4;33;2997;2;1;1;1
"TQRMNOPVYHLKSQCDEIJAH00860177";1;3;2024;4;33;2997;2;1;1;1
"TQRMNOPVYHLKSQCDEIJAH00860177";1;4;2024;4;33;2997;2;1;1;2
"TQRMNOPVYHLMLLCDEIJAH00855485";1;2;2024;4;33;4637;3;1;1;1
"TQRMNOPVYHLMLLCDEIJAH00855485";1;3;2024;4;33;4637;3;1;1;1
"TQRMNOPVYHLMLLCDEIJAH00855485";1;4;2024;4;33;4637;3;1;2;1
"TQRMNOPVYHLMLLCDEIJAH00855485";1;5;2024;4;33;4637;3;1;1;1
"TQRMNOPVYHLMLLCDEIJAH00855485";1;6;2024;4;33;4637;3;1;2;2
"TQRMNOPVYHLMLLCDEIJAH00855485";1;7;2024;4;33;4637;3;1;2;2
"TQRMNOPVYHLMLLCDEIJAH00855485";1;9;2024;4;33;4637;3;1;2;2
"TQRMNOPVYHLMPNCDEIJAH00855082";1;1;2024;4;33;2572;2;1;1;1
"TQRMNOPVYHLMPNCDEIJAH00855082";1;2;2024;4;33;2572;2;1;2;1
"TQRMNOPVYHLMPNCDEIJAH00855082";1;3;2024;4;33;2572;2;1;1;1
"TQRMNOPVYHLMPNCDEIJAH00855082";1;4;2024;4;33;2572;2;1;1;1
"TQRMNOPWPHLLRLCDEIJAH00855226";1;1;2024;4;33;2519;2;1;1;1
"TQRMNOPWPHLLRLCDEIJAH00855226";1;2;2024;4;33;2519;2;1;1;1
"TQRMNOPWPHLOTOCDEIJAH00861342";1;1;2024;4;33;1267;1;2;2;1
"TQRMNOPWPHLOTOCDEIJAH00861342";1;2;2024;4;33;1267;1;1;1;1
"TQRMNOPWPHMNQMCDEIJAH00812797";1;1;2024;4;33;1399;1;1;2;1
"TQRMNOPWPHMNQMCDEIJAH00812797";1;2;2024;4;33;1399;1;1;2;1
"TQRMNOPWPHMNQMCDEIJAH00812797";1;3;2024;4;33;1399;1;1;1;1
"TQRMNOPWQHKMLQCDEIJAH00869007";1;1;2024;4;33;1132;2;1;2;1
"TQRMNOPWQHKMLQCDEIJAH00869007";1;2;2024;4;33;1132;2;1;2;1
"TQRMNOPWQHKMLQCDEIJAH00869007";1;3;2024;4;33;1132;2;1;2;1
"TQRMNOPWQHKMLQCDEIJAH00869007";1;4;2024;4;33;1132;2;1;2;1
"TQRMNOPWQHKMRLCDEIJAH00870305";1;1;2024;4;33;516;4;1;2;1
"TQRMNOPWQHKMRLCDEIJAH00870305";1;2;2024;4;33;516;4;1;2;1
"TQRMNOPWQHKMRLCDEIJAH00870305";1;3;2024;4;33;516;4;2;2;1
"TQRMNOPWQHKMRLCDEIJAH00870305";1;4;2024;4;33;516;4;1;2;1
"TQRMNOPWQHLKSQCDEIJAH00855431";1;1;2024;4;33;2199;2;1;1;1
"TQRMNOPWQHLKSQCDEIJAH00855431";1;2;2024;4;33;2199;2;1;1;1
"TQRMNOPWQHLKSQCDEIJAH00855431";1;3;2024;4;33;2199;2;1;1;1
"TQRMNOPWQHLLOPCDEIJAH00855056";1;1;2024;4;33;1790;1;2;2;1
"TQRMNOPWQHLOTOCDEIJAH00855434";1;1;2024;4;33;1107;1;1;1;1
"TQRMNOPWQHMMKPCDEIJAH00812805";1;1;2024;4;33;3207;1;1;2;1
"TQRMNOPWQHMMKPCDEIJAH00812805";1;2;2024;4;33;3207;1;1;2;1
"TQRMNOPWQHMMKPCDEIJAH00812805";1;3;2024;4;33;3207;1;1;2;1
"TQRMNOPWQHMMPTCDEIJAH00812160";1;1;2024;4;33;1760;1;1;2;1
"TQRMNOPWQHMMPTCDEIJAH00812160";1;2;2024;4;33;1760;1;1;2;1
"TQRMNOPWQHMMPTCDEIJAH00812160";1;3;2024;4;33;1760;1;1;2;1
"TQRMNOPWQHMMPTCDEIJAH00812160";1;4;2024;4;33;1760;1;1;2;1
"TQRMNOPWQHMOLNCDEIJAH00812338";1;1;2024;4;33;5979;2;1;1;1
"TQRMNOPWQHMOLNCDEIJAH00812338";1;2;2024;4;33;5979;2;1;1;1
"TQRMNOPWQHMOLNCDEIJAH00812338";1;3;2024;4;33;5979;2;1;1;1
"TQRMNOPWQHMONPCDEIJAH00869576";1;1;2024;4;33;2116;1;1;2;1
"TQRMNOPWQHMONPCDEIJAH00869576";1;2;2024;4;33;2116;1;1;2;1
"TQRMNOPWQHMONPCDEIJAH00869576";1;3;2024;4;33;2116;1;1;2;1
"TQRMNOPWQHMONPCDEIJAH00869576";1;4;2024;4;33;2116;1;1;2;1
"TQRMNOPWRHJNOPCDEIJAH00876901";1;1;2024;4;33;1538;1;1;2;1
"TQRMNOPWRHJOOMCDEIJAH00876001";1;1;2024;4;33;2234;2;1;2;1
"TQRMNOPWRHJOOMCDEIJAH00876001";1;2;2024;4;33;2234;2;1;2;1
"TQRMNOPWRHJOOMCDEIJAH00876001";1;3;2024;4;33;2234;2;1;2;1
"TQRMNOPWRHJOOMCDEIJAH00876001";1;4;2024;4;33;2234;2;1;2;1
"TQRMNOPWRHJOOMCDEIJAH00876001";1;5;2024;4;33;2234;2;1;2;1
"TQRMNOPWRHJOQQCDEIJAH00876518";1;1;2024;4;33;2644;1;1;2;1
"TQRMNOPWRHJOQQCDEIJAH00876518";1;2;2024;4;33;2644;1;1;2;1
"TQRMNOPWRHKMLQCDEIJAH00870635";1;1;2024;4;33;1248;1;1;1;1
"TQRMNOPWRHKMLQCDEIJAH00870635";1;2;2024;4;33;1248;1;1;1;1
"TQRMNOPWRHKMLQCDEIJAH00870635";1;3;2024;4;33;1248;1;1;1;1
"TQRMNOPWRHKMLQCDEIJAH00870635";1;4;2024;4;33;1248;1;1;1;1
"TQRMNOPWRHKMLQCDEIJAH00870635";1;5;2024;4;33;1248;1;1;1;1
"TQRMNOPWRHKMOOCDEIJAH00875503";1;1;2024;4;33;1962;1;1;1;1
"TQRMNOPWRHKMRLCDEIJAH00867737";1;1;2024;4;33;741;1;1;2;1
"TQRMNOPWRHKMRLCDEIJAH00867737";1;2;2024;4;33;741;1;1;2;1
"TQRMNOPWRHKMRLCDEIJAH00867737";1;3;2024;4;33;741;1;1;2;2
"TQRMNOPWRHMLLQCDEIJAH00812543";1;1;2024;4;33;195;1;1;1;1
"TQRMNOPWRHMLLQCDEIJAH00812543";1;2;2024;4;33;195;1;1;1;1
"TQRMNOPWRHMMKPCDEIJAH00812725";1;1;2024;4;33;2932;2;1;2;1
"TQRMNOPWRHMMKPCDEIJAH00812725";1;2;2024;4;33;2932;2;1;2;1
"TQRMNOPWRHMMKPCDEIJAH00812725";1;3;2024;4;33;2932;2;1;2;1
"TQRMNOPWRHMNQMCDEIJAH00812591";1;1;2024;4;33;2290;1;1;1;1
"TQRMNOPWRHMONPCDEIJAH00855121";1;1;2024;4;33;2037;1;1;2;1
"TQRMNOPWRHMONPCDEIJAH00855121";1;2;2024;4;33;2037;1;1;2;1
"TQRMNOPWSHJMMUCDEIJAH00873097";1;1;2024;4;33;2796;1;2;2;1
"TQRMNOPWSHJMMUCDEIJAH00873097";1;2;2024;4;33;2796;1;2;2;1
"TQRMNOPWSHJMMUCDEIJAH00873097";1;3;2024;4;33;2796;1;1;2;1
"TQRMNOPWSHJMMUCDEIJAH00873097";1;4;2024;4;33;2796;1;1;2;1
"TQRMNOPWSHJMMUCDEIJAH00873097";1;5;2024;4;33;2796;1;2;2;2
"TQRMNOPWSHKMLQCDEIJAH00866910";1;1;2024;4;33;866;2;1;2;1
"TQRMNOPWSHKMLQCDEIJAH00866910";1;2;2024;4;33;866;2;1;2;1
"TQRMNOPWSHKMRLCDEIJAH00870306";1;1;2024;4;33;576;4;1;2;1
"TQRMNOPWSHKMRLCDEIJAH00870306";1;2;2024;4;33;576;4;1;2;1
"TQRMNOPWSHKMRLCDEIJAH00870306";1;3;2024;4;33;576;4;1;2;1
"TQRMNOPWSHKMRLCDEIJAH00870306";1;4;2024;4;33;576;4;1;2;1
"TQRMNOPWSHKMRLCDEIJAH00870306";1;5;2024;4;33;576;4;1;2;1
"TQRMNOPWSHLLOPCDEIJAH00877053";1;1;2024;4;33;1790;1;1;2;1
"TQRMNOPWSHLMSMCDEIJAH00855714";1;1;2024;4;33;2028;1;2;2;1
"TQRMNOPWSHMMKPCDEIJAH00812596";1;1;2024;4;33;1660;1;1;2;1
"TQRMNOPWSHMONPCDEIJAH00872958";1;1;2024;4;33;2661;1;1;2;1
"TQRMNOPWSHMONPCDEIJAH00872958";1;2;2024;4;33;2661;1;1;2;1
"TQRMNOPWSHMONPCDEIJAH00872958";1;3;2024;4;33;2661;1;1;2;1
"TQRMNOPWSHMONPCDEIJAH00872958";1;4;2024;4;33;2661;1;1;2;1
"TQRMNOPWTHJMTRCDEIJAH00872753";1;1;2024;4;33;1654;1;1;2;1
"TQRMNOPWTHJOPMCDEIJAH00877206";1;1;2024;4;33;3118;4;1;2;1
"TQRMNOPWTHJOPMCDEIJAH00877206";1;2;2024;4;33;3118;4;1;2;1
"TQRMNOPWTHJOPMCDEIJAH00877206";1;3;2024;4;33;3118;4;1;2;1
"TQRMNOPWTHJOPMCDEIJAH00877206";1;4;2024;4;33;3118;4;1;2;1
"TQRMNOPWTHJOQQCDEIJAH00876892";1;1;2024;4;33;3256;1;1;2;1
"TQRMNOPWTHKMLQCDEIJAH00866911";1;1;2024;4;33;1067;4;1;2;1
"TQRMNOPWTHKMLQCDEIJAH00866911";1;2;2024;4;33;1067;4;1;2;1
"TQRMNOPWTHKMLQCDEIJAH00866911";1;3;2024;4;33;1067;4;1;1;1
"TQRMNOPWTHKMLQCDEIJAH00866911";1;4;2024;4;33;1067;4;1;2;1
"TQRMNOPWTHLMSMCDEIJAH00855177";1;1;2024;4;33;1919;1;1;1;1
"TQRMNOPWTHLMSMCDEIJAH00855177";1;2;2024;4;33;1919;1;1;1;1
"TQRMNOPWTHLMSMCDEIJAH00855177";1;3;2024;4;33;1919;1;1;1;1
"TQRMNOPWTHMMKPCDEIJAH00869260";1;1;2024;4;33;1660;1;1;1;1
"TQRMNOPWTHMONPCDEIJAH00855673";1;1;2024;4;33;1807;1;2;2;1
"TQRMNOPWTHMONPCDEIJAH00855673";1;2;2024;4;33;1807;1;2;2;1
"TQRMNOPWTHMONPCDEIJAH00855673";1;3;2024;4;33;1807;3;2;2;1
"TQRMNOPWTHMONPCDEIJAH00855673";1;4;2024;4;33;1807;1;2;2;2
"TQRMNOPWUHJNMQCDEIJAH00875334";1;1;2024;4;33;1147;1;1;2;1
"TQRMNOPWUHJNMQCDEIJAH00875334";1;2;2024;4;33;1147;1;1;2;1
"TQRMNOPWUHJNMQCDEIJAH00875334";1;3;2024;4;33;1147;1;1;2;1
"TQRMNOPWUHJNMQCDEIJAH00875334";1;4;2024;4;33;1147;1;1;2;1
"TQRMNOPWUHJNMQCDEIJAH00875334";1;5;2024;4;33;1147;1;1;2;1
"TQRMNOPWUHJOQQCDEIJAH00876914";1;1;2024;4;33;3969;2;1;2;1
"TQRMNOPWUHJOQQCDEIJAH00876914";1;2;2024;4;33;3969;2;1;2;1
"TQRMNOPWUHJOQQCDEIJAH00876914";1;3;2024;4;33;3969;2;1;2;1
"TQRMNOPWUHJOQQCDEIJAH00876914";1;4;2024;4;33;3969;2;1;2;1
"TQRMNOPWUHJOQQCDEIJAH00876914";1;5;2024;4;33;3969;2;1;2;1
"TQRMNOPWUHJOQQCDEIJAH00876914";1;6;2024;4;33;3969;2;1;2;1
"TQRMNOPWUHJOQQCDEIJAH00876914";1;7;2024;4;33;3969;2;1;2;1
