ID RENABAP,Provincia,Municipio,Barrio,Localidad,Tipo de UE,Tipo de Proyecto,Nombre de Proyecto,Financiamiento,Estado,Monto Total,Acta de Inicio Real,% Avance físico
19,Buenos Aires,Almirante Brown,Campo Ramos,Longchamps,OSC,POT,"Obras de conexiones e instalaciones intra lote de electricidad, red peatonal, arbolado público y equipamiento urbano",FISU,En ejecución,"$78,699,523.85",30/1/2023,62.87%
101/1289/192,Buenos Aires,Lomas de Zamora,Libertad/Ciudad Jardin Santa Catalina/Malvinas,Villa Albertina,OSC,POT,Obras de instalaciones intra-lote de Agua,FISU,Terminado,"$46,545,731.05",12/12/2022,100.00%
776/1318/794,Buenos Aires,La Matanza,SAN JOSE/LA JUANITA/VILLA ADRIANA,Isidro Casanova/Rafael Castillo/Gregorio De Laferrere,OSC,POT,"Obras de conexiones e instalaciones intra-lote de Agua y Electricidad, y Sistema de Red Peatonal y Parquización",FISU,Terminado,"$21,216,062.24",22/3/2022,100.00%
4475,Buenos Aires,La Matanza,Los Paraguayos,Rafael Castillo,OSC,POT,Conexiones e instalaciones intra-lote de Agua y Sistema de Red Peatonal y Arbolado,FISU,En ejecución,"$51,414,751.63",1/8/2022,77.55%
212,Buenos Aires,Chascomús,Algarrobo,Chascomús,Municipio,POT,Saneamiento Hidráulico Barrio El Algarrobo,FISU,En ejecución,"$41,810,840.31",1/12/2023,0.07%
928,Buenos Aires,Moreno,Veintitrés de Diciembre,Cuartel V,OSC,POT,"Obras de Equipamiento Comunitario SUM, Playón Deportivo, Veredas y Arbolado",FISU,Terminado,"$59,305,527.23",17/1/2022,100.00%
3228,Jujuy,San Salvador De Jujuy,17 Hectáreas,San Salvador De Jujuy,Provincia,POT,Obras de integración Socio Urbana,FISU,En ejecución,"$72,365,078.48",30/12/2022,100.00%
2355,Chaco,Barranqueras,Villa Forestación,Barranqueras,Municipio,POT,Obras Hidráulicas y de Accesibilidad,FISU,En ejecución,"$24,553,383.33",4/7/2022,14.86%
1147,Buenos Aires,General Rodríguez,Parque Granaderos,General Rodríguez,Municipio,POT,"Pavimento, alcantarillado, veredas y luminarias",FISU,Terminado,"$31,109,064.26",7/6/2022,100.00%
3519,Santiago del Estero,La Banda,Sarmiento,La Banda,Municipio,POT,Red de desagües pluviales y red cloacal,FISU,En ejecución,"$69,160,788.04",31/3/2023,56.82%
788,Buenos Aires,Presidente Perón,Parque Americano,Guernica,Municipio,POT,Rehabilitacion de plaza recreativa en Parque Americano,FISU,Terminado,"$21,875,945.43",15/12/2021,100.00%
4477,Buenos Aires,Almirante Brown,Amancay,Glew,Municipio,POT,Obras de integración urbana,FISU,Terminado,"$111,553,026.20",15/11/2021,100.00%
1077/1388,Buenos Aires,San Vicente,Nueva Esperanza/Villa Coll,Alejandro Korn,Municipio,POT,"Alumbrado Público, Consolidado, Zanjeo y Equipamiento Comunitario” en Barrio Villa Coll Y Nueva Esperanza- Localidad Alejandro Korn, Municipio San Vicent",FISU,Terminado,"$32,556,477.04",14/2/2022,100.00%
3331/3332,Mendoza,Capital,Olivares/Flores,Mendoza,Provincia,POT,Conexiones Intradomiciliarias de Cloaca y Agua,FISU,Terminado,"$27,045,502.66",1/9/2022,100.00%
3661/3663,Entre Ríos,Federación,Cristo Obrero/Camino al cementerio,Federación,Municipio,PEG,“Construcción de 159 viviendas en Quinta N° 137 - FEDERACIÓN,FISU,En ejecución,"$23,924,531.70",10/4/2023,14.82%
2474,Neuquén,Neuquén,Tierras Nuevas Para Neuquén,Neuquén,Provincia,POT,"OBRAS DE CONSOLIDACIÓN SOCIO-URBANA, Bº TIERRAS NUEVAS PARA NEUQUÉN",FISU,Terminado,"$36,473,587.82",27/12/2021,100.00%
715,Buenos Aires,San Pedro,La Tosquera,San Pedro,OSC,POT,"Obras de playón deportivo, equipamiento comunitario y red peatonal",FISU,Terminado,"$33,818,805.70",16/6/2022,100.00%
4538,Buenos Aires,General Alvarado,Las Margaritas,Miramar,Municipio,POT,Obras de integración socio urbana,FISU,En ejecución,$0.00,31/3/2023,30.78%
4184,Santa Fe,Avellaneda,Don Pedro,Avellaneda,Municipio,PEG,Obras de Renovación Urbana Barrio Don Pedro,FISU,En ejecución,$0.00,1/4/2022,84.77%
4420,Tucumán,Bella Vista,El Zunchal,Bella Vista,Municipio,POT,Obras de Infraestructura básica en el Barrio Zunchal,FISU,Terminado,"$63,555,614.57",15/11/2021,100.00%
3674,Entre Ríos,Concepción Del Uruguay,Villa Itapé,Concepción Del Uruguay,Municipio,PEG,Proyecto de integración socio urbana,FISU,En ejecución,"$40,758,273.25",10/4/2023,47.83%
652,Buenos Aires,Bahía Blanca,Costa Blanca (Paloni),Bahía Blanca,Municipio,POT,Obras de Integracion Socio Urbana,FISU,En ejecución,"$862,853,387.36",17/4/2023,72.75%
2267/2209,Chaco,Puerto Vilelas,Forestación sur/Ex Ferrocarril 1,Puerto Vilelas,Municipio,PEG,Obras de infraestructura y centro comunitario Barrio Villa Forestación Sur (PEG- ETAPA 01,FISU,En ejecución,"$28,422,593.39",4/4/2022,90.55%
2082,Salta,Salta Capital,Juan Manuel de Rosas,Salta Capital,Municipio,POT,Conexiones domiciliarias e instalaciones intra - lote de red de agua potable y cloacales,FISU,Terminado,"$839,606,681.47",3/2/2022,100.00%
3050,La Rioja,Capital,Primero de Diciembre,La Rioja,Provincia,POT,Equipamiento comunitario y Playón deportivo.,FISU,En ejecución,"$469,990,033.04",1/7/2023,15.16%
3391,Mendoza,Maipú,Miranda Ávila (Milack Navira),San Roque,Municipio,POT,"Urbanización, Pavimentación, Desagües Pluviales y Red de Gas en Barrio Milack Navira",FISU,Terminado,"$67,325,577.58",5/9/2022,100.00%
3462/3378/3481,Mendoza,Maipú,Estación Pedregal/Pedro Varela/5 de Diciembre,Rodeo Del Medio,Municipio,POT,"Obras de urbanización. cordón, cuneta, banquina y red vial en los barrios 5 de Diciembre y Pedro Varela y red vial para el barrio Estación Pedregal",FISU,En ejecución,"$65,860,177.35",1/9/2023,23.95%
2141,Salta,Salta Capital,Veintitres de Agosto,Salta Capital,Municipio,POT,"Ampliación de tendido de red de distribución de agua y cloaca. pavimento y alumbrado público, equipamiento de plaza",FISU,Terminado,"$22,616,786.13",3/2/2022,100.00%
4312,Salta,Rosario De Lerma,Islas Malvinas,Rosario De Lerma,Provincia,POT,Sistema de desagües pluviales (cordón cuneta + canal de desagüe) - Pavimentación en acceso al barrio,FISU,En ejecución,"$999,447,126.46",18/4/2022,68.80%
3229,Jujuy,San Salvador De Jujuy,Barrio Imperio,San Salvador De Jujuy,Provincia,POT,Obras de Integración Socio Urbana,FISU,En ejecución,"$22,306,421.21",10/6/2023,35.18%
4210/4212/4213/4218/4220/4221,Tierra del Fuego,Río Grande,"Prov Unidas, Los Fueguinos, MIRADOR , Fuerza Unida, El Milagro y 10 de Noviembre.",Río Grande,Provincia,POT,Obra de Instalaciones Intralote de Gas Natural en Barrios Zona Margen Sur,FISU,En ejecución,"$53,801,509.44",5/9/2022,0.3273
2953/2954/2955/2956/2957,Tierra del Fuego,Ushuaia,Sector KYD: Barrio Obrero; Escondido; El mirador; Esperanza 2; El cañadon,Ushuaia,Municipio,PEG,PEG_ “Apertura y Mejoramiento de calles para la Integración Socio Urbana del Sector KyD_Etapa 2”,FISU,En ejecución,"$156,738,652.98",11/10/2022,22.16%
3786,Chaco,Quitilipi,Fuerte Apache,Quitilipi,Municipio,POT,"Red peatonal, alumbrado y perfilado de zanjas",FISU,Terminado,"$46,294,597.76",9/9/2022,100.00%
1848,Santa Fe,Rosario,Villa Tablada,Rosario,Municipio,PEG,Obras de integración socio urbana y Viviendas,FISU,En ejecución,"$26,716,565.02",21/11/2024,1.56%
3203,Jujuy,El Carmen,El Tipal,El Carmen,Provincia,POT,Red de agua potable con conexiones domiciliarias y desagües pluviales,FISU,Terminado,"$48,105,965.68",30/1/2023,100.00%
736,Buenos Aires,Tigre,San Lorenzo,Ricardo Rojas,OSC,POT,Obras de conexiones e instalaciones intra lote de electricidad (Etapa 2),FISU,En ejecución,"$46,483,968.18",16/2/2023,26.76%
4045,Tucumán,San Isidro De Lules,Ahuala,San Isidro De Lules,Municipio,POT,Obras de Integración Socio Urbana,FISU,Terminado,"$762,947,555.39",2/6/2022,100.00%
,Buenos Aires,Merlo,,Pontevedra,OSC,LOTES,Ejecución de infraestructura para 57 lotes con servicios,FISU,En ejecución,"$72,938,874.15",29/7/2022,86.49%
4210/4212/4213/4214/4216/4217/4218,Tierra del Fuego,Río Grande,Mirador/Provincias Unidas/Los Fueguinos/Veintidós de Julio/Barrio Unido/Betel/Fuerza Unida,Río Grande,Municipio,POT,Obra de Pavimentación y Cordón Cuneta - Barrios Margen Sur,FISU,En ejecución,"$40,582,079.73",20/1/2022,100.00%
320,Buenos Aires,Pehuajó,Talleres,Pehuajó,Municipio,PEG,Obras de Integración Socio-Urbana-Barrio Talleres,FISU,Terminado,"$224,348,671.30",6/4/2022,100.00%
4337,Buenos Aires,Villarino,Veinticuatro de Septiembre,Hilario Ascasubi,Municipio,POT,Obras de Integración Socio Urbana,FISU,En ejecución,"$299,402,234.17",14/11/2022,41.34%
1027,Buenos Aires,Villarino,Primavera,Mayor Buratóvich,Municipio,POT,"Cordón cuneta, Pavimento, Red de Gas y Veredas en Barrio Primavera
",FISU,En ejecución,"$436,506,571.85",6/6/2022,94.12%
885,Buenos Aires,Villarino,Matadero,Pedro Luro,Municipio,POT,"“Cordón cuneta, veredas y red de gas en Barrio Matadero”",FISU,Terminado,"$38,396,998.05",14/1/2022,100.00%
2235,Chaco,Resistencia,Los Aromitos,Resistencia,Provincia,POT,Equipamiento Comunitario,FISU,Terminado,"$478,062,981.11",27/12/2021,100.00%
,Mendoza,Las Heras,,El Challao,OSC,LOTES,Ejecución de infraestructura para 120 lotes con servicios,FISU,Terminado,"$587,450,893.20",2/9/2021,100.00%
1120,Buenos Aires,Carmen de Patagones,Villa del Carmen,Carmen De Patagones,Municipio,POT,"”infraestructura de red de agua, cloaca y electricidad con conexiones domiciliarias para Barrio Villa del Carmen”
",FISU,En ejecución,"$82,988,307.44",28/4/2022,51.81%
3648,Entre Ríos,Gualeguaychú,Tropas,Gualeguaychú,Municipio,PEG,“Integración urbanística del barrio TROPAS- Asentamiento sur”,FISU,En ejecución,"$3,048,286,401.50",14/10/2021,90.85%
2093,Salta,Salta Capital,Sanidad 2,Salta Capital,Municipio,POT,"Cordón cuneta, badenes, conductos pluviales y enripiado Barrio Sanidad II – Localidad Salta, Municipio Salta""",FISU,Terminado,"$50,723,710.47",14/10/2021,100.00%
3250,Jujuy,San Pedro De Jujuy,Mina Puloy,San Pedro De Jujuy,Provincia,POT,"Red cloacal con conexiones domiciliarias, cordón cuneta y red peatonal con equipamiento",FISU,En ejecución,"$109,677,950.70",31/8/2023,92.00%
4599,Buenos Aires,Berazategui,San Blas + Zona aledaña,Guillermo Hudson,Municipio,PEG,"Integración Socio Urbana Barrio “San Blas”
Municipio	POT	“Espacio verde público, veredas de conectividad peatonal, desagües pluviales complementarios, accesibilidad vial e iluminación” Barrios Villa París y el Ombú II”
Municipio	POT	“Extensión de Red de Agua y conexiones domiciliarias”
Municipio	POT	Iluminación vía pública, veredas, pavimento con cordón integral y puesta en valor plaza” en el Barrio Primavera - Localidad González Catán",FISU,En ejecución,"$153,916,915.85",23/8/2021,100.00%
550/552,Buenos Aires,Almirante Brown,El Ombú II/Villa París,Glew,Municipio,POT,Iluminación Vía Pública y Puesta en valor Plaza” - Barrio Millan,FISU,En ejecución,"$920,883,422.49",24/6/2021,95.06%
2643/2657,Río Negro,San Carlos De Bariloche,Barda Este/Vivero,San Carlos De Bariloche,Municipio,POT,"Obras Temprana “Alumbrado público""",FISU,Terminado,"$169,718,847.15",5/7/2021,100.00%
449,Buenos Aires,La Matanza,Primavera,González Catán,Municipio,POT,"“Iluminación vía pública, Veredas, Pavimento Integral con cordón Integral y Obra Hidráulica”",FISU,Terminado,"$1,252,565,992.57",24/1/2022,100.00%
2900,Buenos Aires,La Matanza,Millán,Ciudad Madero,Municipio,POT,Iluminación vía pública y veredas,FISU,Terminado,"$205,519,442.97",24/1/2022,100.00%
376,Buenos Aires,La Matanza,Las Achiras,Ciudad Madero,Municipio,POT,Proyecto de Alumbrado Público,FISU,Terminado,"$345,525,401.53",18/1/2022,100.00%
136,Buenos Aires,La Matanza,El Porvenir II,Rafael Castillo,Municipio,POT,POT: Obra de extensiones de redes y conexiones domiciliarias internas y externas a las redes de agua potable y desagües cloacales.,FISU,Terminado,"$112,072,113.15",11/11/2021,100.00%
1363,Buenos Aires,La Matanza,El Porvenir,Rafael Castillo,Provincia,POT,"Obra de admisión e impulsión, Estación de Bombeo en Barrio Ramón Carrillo",FISU,Terminado,"$200,364,104.22",26/1/2022,100.00%
1336,Buenos Aires,La Matanza,Doce de Octubre,Lomas Del Mirador,Provincia,POT,"Obras de Red Cloacal, Red Vial y Red de Desagües Pluviales",FISU,Terminado,"$889,679,192.02",4/3/2022,100.00%
1509,Buenos Aires,Escobar,Villa La Esperanza,Escobar,Provincia,POT,"Sistema de desagües pluviales (cordón cuneta + badenes) +  Equipamiento comunitario en Plaza, Cancha de básquet y SUM",FISU,En ejecución,"$518,799,990.00",29/11/2021,77.27%
2597,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ramón Carrillo,Villa Soldati,Municipio,POT,"Obras de cloaca, agua, vereda, calzada y alumbrado público",FISU,En ejecución,"$280,305,318.62",16/6/2022,89.63%
2117/2195,Salta,Tartagal,Nueve de Julio/San Antonio,Tartagal,Municipio,POT,"“Conexiones domiciliarias, instalaciones intra-lote de red cloacal.”",FISU,Terminado,"$481,573,814.64",1/8/2022,100.00%
2119,Salta,San Ramón De La Nueva Orán,Libertad,San Ramón De La Nueva Orán,Municipio,POT,"Alumbrado público, Línea de baja tensión, conexiones domiciliarias eléctricas, vereda, cordón cuneta, badén y ripio
",FISU,Terminado,"$210,114,383.45",1/8/2022,100.00%
3594,Corrientes,Santa Lucía,Bajo Sur,Santa Lucía,Municipio,POT,"“Red cloacal y conexiones domiciliarias e intralote, alumbrado público, red de baja tensión, veredas, cordón cuneta, baden y ripio” Barrio Anunciación
",FISU,Terminado,"$360,460,676.83",23/12/2021,100.00%
2322,Chaco,Fontana,Puerto Vicentini,Fontana,Municipio,POT,“Extensión de red de suministro de agua”,FISU,Terminado,"$237,690,703.27",17/8/2021,100.00%
2349/2350/2330,Chaco,Fontana,"Barrio Independencia 1 , 2 y 3",Fontana,OSC,POT,Conexiones domiciliarias de electricidad a red e  instalaciones intra-lote,FISU,Terminado,"$166,734,964.52",16/8/2022,100.00%
2234,Chaco,Fontana,Anunciación,Fontana,OSC,POT,Obras de conexiones intradomiciliarias de electricidad y accesibilidad peatonal,FISU,Terminado,"$2,776,458,733.29",5/5/2022,100.00%
4368/4367,La Pampa,25 De Mayo,Los Hornos│La Esperanza,25 De Mayo,Municipio,POT,“Servicio de Cloacas (Cañería de impulsión y red Cloacal con sus correspondientes Conexiones Domiciliarias)”,FISU,En ejecución,"$176,280,844.37",2/3/2023,74.95%
145,Buenos Aires,Avellaneda,Santa Catalina,Dock Sud,Municipio,POT,"Veredas, Arbolado e Iluminación Urbana",FISU,Terminado,"$156,199,071.07",23/12/2021,100.00%
733,Buenos Aires,Almirante Brown,La Cumbre,Burzaco,Municipio,POT,"“Alumbrado Público, red de baja tensión y conexiones de pilares domiciliarios.”
",FISU,Terminado,"$150,104,999.40",18/10/2021,100.00%
4310/4311,Buenos Aires,Baradero,Tobares/ Don Pedro,Baradero,Municipio,PEG,Red peatonal e intras electricas,FISU,Terminado,"$173,621,620.60",20/7/2021,100.00%
3046,La Rioja,Capital,Loteo San Andrés,La Rioja,OSC,POT,"Obras de Equipamiento Comunitario SUM, vereda y arbolado",FISU,Terminado,"$338,187,343.54",22/10/2021,100.00%
4238,Río Negro,El Bolsón,Tres de Mayo,El Bolsón,OSC,POT,"Obras de conexiones e instalaciones
intra-lote de agua y electricidad",FISU,Terminado,"$196,768,356.21",1/9/2021,100.00%
374/174,Buenos Aires,Chivilcoy,Rojas/Barrio Blanco,Chivilcoy,OSC,POT,Obras de Red Peatonal y Arbolado. Barrio MTD (Movimiento de Trabajadores Desocupados),FISU,Terminado,"$152,971,383.16",21/5/2022,100.00%
2530,Río Negro,Allen,Zona Aero Club,Allen,Municipio,PEG,Obras de Integración Socio Urbana,FISU,Terminado,"$551,019,572.23",10/12/2021,100.00%
819,Buenos Aires,General Pueyrredón,Parque Palermo,Mar Del Plata,Provincia,POT,"“Ampliación de redes de Agua Potable, Tanque Elevado, Red Eléctrica y Alumbrado Público”
público” Barrio Industrial de la ciudad de San Pedro, Municipio San Pedro",FISU,Terminado,"$47,067,298.41",23/3/2022,100.00%
3767,Chaco,Presidencia Roque Sáenz Peña,MTD (Movimiento de Trabajadores Desocupados),Presidencia Roque Sáenz Peña,Municipio,POT,"Iluminación vía pública, veredas y calles",FISU,Terminado,"$23,652,933.37",20/1/2022,100.00%
191,Buenos Aires,Esteban Echeverría,Las Chacritas,Monte Grande,Municipio,POT,Iluminación vía pública y veredas,FISU,En ejecución,"$74,219,222.61",6/2/2023,39.41%
3921,Misiones,San Pedro,Zona Industrial,San Pedro,Municipio,POT,Iluminación vía pública y veredas,FISU,En ejecución,"$563,178,565.65",2/8/2021,97.53%
1321,Buenos Aires,La Matanza,12 de Octubre (San José de Atalaya),González Catán,Municipio,POT,Iluminación vía pública y veredas,FISU,Terminado,"$184,440,600.42",24/6/2021,100.00%
1333,Buenos Aires,La Matanza,San Cayetano II,Rafael Castillo,Municipio,POT,Iluminación vía pública y veredas,FISU,Terminado,"$79,048,301.55",16/6/2021,100.00%
780,Buenos Aires,La Matanza,Primavera II,González Catán,Municipio,POT,Iluminación vía pública y veredas,FISU,Terminado,"$156,289,137.02",24/6/2021,100.00%
1357,Buenos Aires,La Matanza,Palito,San Justo,Municipio,POT,Iluminación vía pública y veredas,FISU,Terminado,"$197,094,611.27",12/7/2021,100.00%
1334,Buenos Aires,La Matanza,La Lomita,González Catán,Municipio,POT,OBRAS DE INSTALACIONES INTRA-DOMICILIARIAS DE ELECTRICIDAD,FISU,Terminado,"$178,441,351.07",24/6/2021,100.00%
865,Buenos Aires,La Matanza,El Torero,Rafael Castillo,Provincia,POT,"Proyecto de Obras Tempranas Ampliación de Redes de Agua Potable, Energía Eléctrica, alumbrado Público, Obras Complementarias y Equipamiento Urbano Bº Nuevo",FISU,Terminado,"$20,199,172.66",16/6/2021,100.00%
71,Buenos Aires,La Matanza,América,Rafael Castillo,Provincia,POT,"Ampliación de redes de agua Potable, Red eléctrica, Alumbrado público, Red Vial y Pluvial",FISU,Terminado,"$137,721,916.37",24/6/2021,100.00%
1171,Buenos Aires,Tigre,Colombia,El Talar,Municipio,POT,"Construcción de Red de desague pluvial, Red Peatonal y Extensión de Red Cloacal",FISU,Terminado,"$24,908,607.67",22/7/2022,100.00%
3928,Misiones,Aristóbulo Del Valle,Barrio Nuevo,Aristóbulo Del Valle,Provincia,PEG,“Proyecto  de integración Socio - Urbana - Etapa 1”,FISU,Terminado,"$5,203,120.36",25/2/2022,100.00%
2018,Misiones,San Vicente,San Cayetano,San Vicente,Provincia,POT,"Red de Agua Potable, Perforación y Tanque de Reserva, Red Eléctrica, Conexiones Domiciliarias,
Alumbrado Público y Equipamiento Comunitario",FISU,Terminado,"$147,604,648.78",7/2/2022,100.00%
3614,Corrientes,Paso De Los Libres,Barrio Luján,Paso De Los Libres,OSC,POT,"Obras de Playón deportivo, Equipamiento Comunitario y veredas Barrio Cullen - Municipio Rosario",FISU,Terminado,"$28,340,051.92",14/10/2021,100.00%
2278,Chaco,Resistencia,La Rubita,Resistencia,Municipio,POT,“Desagües Pluviales y Pavimentación de Avenida 1”,FISU,En ejecución,"$3,551,982.49",15/2/2022,69.44%
4500/4584/4585,Misiones,San Antonio,Veinticinco de Mayo/Nueva Esperanza/Alecrin,San Antonio,Municipio,POT,Centro de atención primaria de la Salud,FISU,Terminado,"$53,454,651.88",8/11/2021,100.00%
1789,Santa Fe,Rosario,Cullen,Rosario,OSC,POT,Obras de Conexión eléctrica y red peatonal,FISU,Terminado,"$52,698,051.47",7/9/2021,100.00%
2889,Buenos Aires,25 de Mayo,Villa Sandalio,Veinticinco De Mayo,OSC,POT,Obra de espacio recreativo y deportivo”,FISU,Terminado,"$974,468,763.08",15/10/2021,100.00%
1387,Buenos Aires,Chascomús,San Cayetano,Chascomús,OSC,POT,"Obras de Conexiones domiciliarias de cloaca a red e instalaciones intra-lote, red peatonal, arbolado público y equipamiento urbano.",FISU,En ejecución,"$769,305,893.83",30/8/2021,86.71%
889,Buenos Aires,General Pueyrredón,Malvinas Argentinas,Mar Del Plata,OSC,POT,"Obras de Conexiones domiciliarias e instalación intra-lote a la Red Eléctrica, Red Peatonal y Equipamiento Urbano (contenedores, señalética y arbolado)",FISU,Terminado,"$289,051,334.74",31/8/2021,100.00%
2272,Chaco,Puerto Vilelas,Paraje Las 3 Bocas,Puerto Vilelas,OSC,POT,"Extensión Red de Cloaca, Conexiones domiciliarias y Vivienda Nueva",FISU,En ejecución,"$11,800,328.23",8/4/2022,93.32%
4161,Tucumán,El Manantial,María Reina de Los Niños,El Manantial,OSC,POT,"Obra de Conexiones domiciliarias e instalación intra-lote a la Red Eléctrica, Red Peatonal y Equipamiento Urbano.",FISU,Terminado,"$7,750,470.23",3/1/2022,100.00%
3026,Santa Fe,Santa Fe,La Fábrica Vieja,Santa Fe,OSC,POT,“ObrasVeredas arbolado y Conexiones Intradomiciliarias de Electricidad.”,FISU,Terminado,"$28,524,772.86",16/12/2021,100.00%
397/1174,Buenos Aires,San Isidro,La Cava/ Veinte de Junio,Beccar,OSC,POT,"Obras de Conexiones intradomiciliarias eléctricas y Red peatonal Barrios El Pueblito, La Costa Canal y La Toma - Municipio Córdoba Capital",FISU,Terminado,"$43,500,158.01",28/4/2022,100.00%
2994,Santa Fe,Santa Fe,Estanislao López,Santa Fe,OSC,POT,"Obras de conexiones e instalaciones intra
lote a la red eléctrica",FISU,Terminado,"$163,749,894.42",17/1/2022,100.00%
2467,Neuquén,Neuquén,Espartaco,Neuquén,OSC,POT,Construcción de Nucleos Humedos,FISU,Terminado,"$252,669,616.38",28/1/2022,100.00%
1734/1705/1624,Córdoba,Córdoba Capital,El Pueblito/La Costa Canal/La Toma,Córdoba Capital,OSC,POT,"Obras de conexiones domiciliarias e instalación intra-lote a la Red Eléctrica, Red Peatonal, Pasarelas, Espacio Recreativo y Equipamiento Urbano",FISU,Terminado,"$105,574,875.83",18/10/2021,100.00%
696,Buenos Aires,La Plata,Altos del Sol,José Melchor Romero,Provincia,POT,"Obras Temprana “Ampliación de redes de agua Potable, Red eléctrica y alumbrado públicos",FISU,Terminado,"$23,307,835.05",16/6/2022,100.00%
2745,Tucumán,San Miguel De Tucumán,ATE,San Miguel De Tucumán,Municipio,POT,"Obras de Infraestructura Barrio Cantera 25,",FISU,En ejecución,"$24,388,321.89",17/1/2023,50.00%
,Santa Fe,Santa Fe,,Santa Fe,Provincia,LOTES,Ejecución de infraestructura para 671 lotes con servicios,FISU,En ejecución,"$20,633,316.23",5/5/2022,1
2002,Misiones,Garupá,Gottchal,Garupá,OSC,POT,Obras de Instalaciones intradomiciliarias de agua y electricidad,FISU,En ejecución,"$35,369,981.96",13/12/2021,91.79%
3647,Entre Ríos,Concepción Del Uruguay,Cantera 25,Concepción Del Uruguay,OSC,POT,"Centro Comunitario Mitaroga y Playón deportivo con equipamiento, Barrio Lujan, Localidad Gobernador Costa, Municipio de Florencio Varela",FISU,Terminado,"$8,181,595.03",6/1/2022,100.00%
5.1.1,Córdoba,Córdoba Capital,Zepa C,Córdoba Capital,Provincia,POT,"Obras de conexión domiciliaria e intralote a la red de agua y conexión domiciliaria a la red eléctrica.
",FISU,En ejecución,"$69,114,947.80",20/4/2021,96.20%
170,Buenos Aires,Lomas de Zamora,La Chanchería,Villa Albertina,Municipio,POT,Equipamiento Comunitario - Playon deportivo,FISU,Terminado,"$37,867,582.63",4/11/2021,100.00%
407,Buenos Aires,Florencio Varela,Lujan,Gobernador Costa,OSC,POT,Obras de Conexiones domiciliarias de electricidad a red e Instalación intra-lote y Sistema de Red Peatonal y Parquización,FISU,Terminado,"$43,546,715.83",13/8/2021,100.00%
3115,Salta,General Güemes,Nueva Esperanza 2,General Güemes,OSC,POT,"Urbanización Barrio Pedro Rolón, Nuevo Parque Quirno y Parque Quirno II",FISU,En ejecución,"$62,307,422.80",6/7/2022,0.8835
442,Buenos Aires,José C. Paz,Muñiz,José C. Paz,OSC,POT,Obras de conexiones domiciliarias de instalación eléctrica Barrio Santa Ana II,FISU,En ejecución,"$1,596,934,425.04",19/6/2023,10.00%
2891,Buenos Aires,General Pueyrredón,Nuevo Golf,Mar Del Plata,OSC,POT,Obras de conexiones e instalaciones intra lote a la red electrica y red peatonal,FISU,Terminado,"$65,585,267.32",14/12/2021,100.00%
979/902/874,Buenos Aires,Hurlingham,Juan Pedro Rolón/Nuevo Parque Quirno/Parque Quirno II,Villa Tesei,OSC,POT,Obras de conexiones e instalaciones intra lote eléctricas y red peatonal.,FISU,Terminado,"$68,688,354.80",20/12/2021,100.00%
482,Buenos Aires,Florencio Varela,Santa Ana II,Bosques,OSC,POT,Obras de conexiones e instalaciones intra lote a la red electrica y red peatonal,FISU,Terminado,"$8,154,333.91",23/11/2021,100.00%
35,Buenos Aires,La Plata,San Cayetano,José Melchor Romero,OSC,POT,Obras de Equipamiento Comunitario y Playón deportivo,FISU,Terminado,"$17,036,608.88",16/6/2022,100.00%
2729,Catamarca,Valle Viejo,Los Plateados,San Isidro,Municipio,POT,"“Extensión de red de gas y conexiones domiciliarias” Barrio Don Bosco, Municipio de San Carlos de Bariloche.",FISU,En ejecución,"$13,653,500.45",20/10/2022,48.23%
4043,Tucumán,Juan Bautista Alberdi,La Vía,Juan Bautista Alberdi,OSC,POT,"“Obras de Salón de usos múltiples, playón deportivo, red peatonal y arbolado”",FISU,Terminado,"$24,640,445.68",20/5/2022,100.00%
416,Buenos Aires,General Pueyrredón,Felix U Camet,Mar Del Plata,Provincia,POT,"“Ampliación de redes de agua Potable, Red eléctrica y alumbrado público”",FISU,En ejecución,"$13,848,776.64",16/6/2022,100.00%
2650,Río Negro,San Carlos De Bariloche,Don Bosco,San Carlos De Bariloche,OSC,POT,"Obras de Equipamiento Comunitario, playón deportivo y módulo complementario",FISU,Terminado,"$11,452,918.88",14/10/2021,1
3815,Chaco,La Leonesa,Belgrano,La Leonesa,Municipio,POT,“Obra de Completamiento: Construcción Jardín Maternal Municipal Independencia”,FISU,Terminado,"$34,325,710.06",18/10/2021,100.00%
3935,Misiones,Apóstoles,Chesni,Apóstoles,Provincia,PEG,Ejecución de infraestructura para 295 lotes en asentamiento 1° de Mayo,FISU,En ejecución,"$74,373,299.36",6/12/2021,92.95%
1149,Buenos Aires,San Miguel,Parque La Gloria,San Miguel,Municipio,POT,Veredas y Desagues pluviales,FISU,En ejecución,"$227,084,361.86",20/9/2021,98.00%
,Buenos Aires,General San Martín,,José León Suárez,Provincia,LOTES,Ejecución de infraestructura para 753 lotes con servicios,FISU,Terminado,"$115,896,142.81",13/7/2021,100.00%
1592,Córdoba,Alta Gracia,Primero de Mayo,Alta Gracia,Municipio,POT,"Obras de Infraestructura urbana (Red de Agua: grupo de presión, extensión de red presurizada y conexiones domiciliarias)",FISU,En ejecución,"$3,833,026,681.32",27/10/2021,71.14%
828/1572,Buenos Aires,Ensenada,Eucaliptus/Villa Catella,El Dique,OSC,POT,“Obra Temprana de Equipamiento Comunitario - SUM”,FISU,En ejecución,"$193,134,409.06",24/10/2022,60.29%
